,Review_text,Sentiment_NLTK_numeric
2944,Good. But a bit costly this year.READ MORE,1
2948,Great purchaseREAD MORE,1
2949,"in this roll only  5 games it will  tear, all the way, pls provided  original quality.READ MORE",1
2950,Best productREAD MORE,1
2953,Nice shuttle and base is too goodREAD MORE,1
2954,Good QualityREAD MORE,1
2955,Excellent shuttle for outdoor play.READ MORE,1
2956,Fine qualityREAD MORE,1
2957,Good productREAD MORE,1
2959,Very poor quality.READ MORE,0
2962,"Original, quick deliver. Satisfactory buyREAD MORE",1
2963,Good productREAD MORE,1
2964,Good productREAD MORE,1
2966,Super 👌READ MORE,1
2967,"Really good, Durability is good compared to buy in Amazon. Really I don't know what is the difference.But good.. Thank you flipkartREAD MORE",1
2969,Very Nice ProductREAD MORE,1
2970,The delivery was quick and absolutely the packing was nice and quality was excellent.READ MORE,1
2971,Quality very poor duplicate productREAD MORE,0
2973,Not bad but . there's holes in the wooden part it course fast damag.. wooden part damaged so fastREAD MORE,0
2977,"Once upon a time these were unbreakable for about a month's usage. But these new one last for about 1-2 weeks tops; with moderate to heavy use. P.S.- Talking about 1 shuttlecock, not the whole pack.READ MORE",1
2978,Superb productREAD MORE,1
2979,The best for badminton preparationREAD MORE,1
2985,Good productREAD MORE,1
2987,Nice 👍👍👍👍READ MORE,1
2989,Best quality original awesome 💓READ MORE,1
2992,Nice product and it's originalREAD MORE,1
2993,Seems like the shuttles were in store from quite long time. Cork became so hard that 3/6 shuttles survived only 1-2 games only. Totally dissatisfied.READ MORE,1
2996,"Worst Shuttles received,pls check once you received whether those are new stock or old.READ MORE",0
2997,"Good product,  on time deliveryREAD MORE",1
2998,Nice ProductREAD MORE,1
2999,Poor quality of shuttleREAD MORE,0
3000,Good quality. 1 shuttle last upto 3-4 days as we play for 1.5-2 hours daily.READ MORE,1
3001,Super qualityREAD MORE,1
3002,My mom liked it very much ❤️♥️♥️READ MORE,1
3008,Good for outdoor gameREAD MORE,1
3009,This product is good but return and replacement policy is badREAD MORE,1
3010,Speed is fast. So waste my cashREAD MORE,0
3011,Nice one and on time delivery happy ☺️READ MORE,1
3013,Nice productREAD MORE,1
3014,good productREAD MORE,1
3015,Worst shuttleREAD MORE,0
3017,Feather Quickly damage ( maximum 4-5 days )READ MORE,0
3018,Very good productREAD MORE,1
3019,Its better for professionalsREAD MORE,1
3020,Received original m 350 shuttle cork..thanksREAD MORE,1
3022,"Bad experience. Mentioned slow shuttle, but actually it's very fast. Not at all good for the gameREAD MORE",0
3024,Its real worth and goodREAD MORE,1
3025,"This yr 350's durability is so bad. I am disappointed,,😌READ MORE",0
3027,"I was using cheaper shuttles before, which barely lasted a week. Then I thought, it's enough, I'll make an investment this time around and buy the good ones for once. I almost play every evening with my brother for more or less, 45 min .......The first one has lasted me for 2 months and is still holding up well. You can go for it. Iam vouching for its longevity and quality.READ MORE",1
3028,Bad qualityREAD MORE,0
3029,VERY NICE PRODUCTREAD MORE,1
3030,Super ProductREAD MORE,1
3031,Good quality as expectedREAD MORE,1
3033,"Good quality, thanksREAD MORE",1
3035,Worst product base of every shuttle came within 3-4 games of playingREAD MORE,0
3038,Best productsREAD MORE,1
3040,Very bad low quality productREAD MORE,0
3042,"We used to break 1 feather shuttle everyday, this shuttle took one week. We used to play with RSL #4, dint find much difference between these 2 shuttles while playing.We'd also played with Mavis350 green cap shuttle, it used to feel little bit heavy and felt jerk while playing shots.READ MORE",1
3044,Good product supperREAD MORE,1
3045,Cost is increasing day by day like gold rate......READ MORE,1
3047,Quality of the shuttle is very good and durable.READ MORE,1
3050,"Not satisfied, its not like originalREAD MORE",0
3051,This product is excellent 👍👍READ MORE,1
3053,Life time of the shuttle is less but u can play a good gameREAD MORE,1
3057,Good productREAD MORE,1
3058,Flight is good but it doesn't lasts long.Durability is very poorREAD MORE,1
3059,Very great productREAD MORE,1
3060,the quality of product was  very bad  .this is nt yonex mavis 350.you guys are cheating us .plsss dont buy this product .READ MORE,0
3061,Superb Product. Received as expected and on time.READ MORE,1
3062,"Don't buy, shuttles are very slow.Not worth moneyREAD MORE",1
3066,Best. BallREAD MORE,1
3071,Excellent product it's better than what I'm accepted 😊READ MORE,1
3072,Awesome productREAD MORE,1
3073,Original productREAD MORE,1
3076,Good productREAD MORE,1
3078,Good quality.   Valuable priceREAD MORE,1
3079,Super productREAD MORE,1
3080,Great product for beginners/intermediate players. Good quality. Really satisfied.READ MORE,1
3081,Good quality and durabilityIs lasts upto 10-15 games while playing in doublesREAD MORE,1
3084,nicely packed and welly delivered loved it....all shuttles are in good conditions.READ MORE,1
3085,That shuttle was not so much bad not so much good it was ok okREAD MORE,1
3087,Good QualityREAD MORE,1
3088,It's good original productREAD MORE,1
3091,Bad qualityREAD MORE,0
3092,Very poor not even 1 set i can play with 1 shuttle. Too much worse productREAD MORE,0
3093,2 shuttle damage in time playREAD MORE,0
3094,Good quality....READ MORE,1
3097,Good product and quality alsoREAD MORE,1
3098,It's really disappointing 😞 . 1 shuttle lasts only for 4 to 6 hard practice matches instead of 10 to 15 practice matches. Very poor.READ MORE,0
3099,Very good product. Durability is goodREAD MORE,1
3100,Nice productREAD MORE,1
3101,It is slow good for playing outside in open courtREAD MORE,1
3106,Nice productREAD MORE,1
3107,Good qualityREAD MORE,1
3108,Super producyREAD MORE,1
3112,Awesome product by Yonex.READ MORE,1
3113,Awesome productGenuineREAD MORE,1
3114,very bad very fast poorREAD MORE,0
3115,Nice and light to playREAD MORE,1
3116,It's very bad product. All Shuttle are very low qualityREAD MORE,0
3117,Good for all interest playersREAD MORE,1
3119,"Super product , I bought and use this product green 75  slow ...... Good product for out door playing.....READ MORE",1
3120,good quality pruduct good to playREAD MORE,1
3121,Good ProductREAD MORE,1
3122,Super productREAD MORE,1
3123,Good product thanks to flipkartREAD MORE,1
3125,"Very good product , good platform for shopping and good quality .Thank you very much.READ MORE",1
3127,Best qualityREAD MORE,1
3128,"2 shuttle Were already damaged before even playing , Bottom side of the shuttle was cracked.So  Buy it from. Shops where you can Check the shuttle before purchasing.READ MORE",0
3131,Love youREAD MORE,1
3134,Nice productREAD MORE,1
3135,"Genuine product, verified positively on sunrise tnt. Best shuttle for regular play and cost effective due to its durability.Also, the life of shuttle depends on how less it is mishit, so if shots are better the shuttle will last longerREAD MORE",1
3136,Great product as usualREAD MORE,1
3137,"Long lasting and best shuttles,Much more better than expected,Thanks Flipkart..READ MORE",1
3138,Best deal##READ MORE,1
3139,Good for health....try it....READ MORE,1
3140,Waste product. This very fast shuttle. Vendor cheatedREAD MORE,0
3144,Quality is good and the product is same how i expected. If we play properly then each shuttle will come for a week. Depends on how we play the duration may change.READ MORE,1
3145,Perfect 👌READ MORE,1
3146,Good one and timely delivered.READ MORE,1
3147,Good productREAD MORE,1
3148,Excellent qualREAD MORE,1
3149,Nice one must buyDont play in wet placesREAD MORE,1
3150,Nice product. Great for playREAD MORE,1
3151,Great and original product with fastest delivery within 2 daysREAD MORE,1
3154,Very good productsREAD MORE,1
3155,Cost is increasing its very bad for this productREAD MORE,0
3156,Very good product and quality is perfectREAD MORE,1
3157,Perfect 👌👌👌.Plzz buy this product ☺️READ MORE,1
3160,Good qualityREAD MORE,1
3161,Very poor qualityREAD MORE,0
3166,Poor quality...READ MORE,0
3169,Some of these has been broken quickly sometimesREAD MORE,0
3172,Good QualityREAD MORE,1
3173,Its quality is very cheap and it is not a value for money productREAD MORE,0
3175,Awesome purchase.  Mind blowingREAD MORE,1
3176,Super quality is goodREAD MORE,1
3177,Good productREAD MORE,1
3178,Good product.READ MORE,1
3179,It is not durable. I just hate this productREAD MORE,1
3183,Good one it can be used outside for playing meet the price.READ MORE,1
3185,Very bad qualityREAD MORE,0
3186,Nice productREAD MORE,1
3187,First 2 shuttles didn't even last 15mins. One had defective cork.READ MORE,0
3190,"I feel cheated, this time Shuttle doesn’t seem to rotate easily.READ MORE",0
3191,Nice product but dilevery slowREAD MORE,1
3192,The quality was not good it got broked in just 5 days so in my opinion it was not worth it.READ MORE,0
3193,Good productREAD MORE,1
3194,Good productREAD MORE,1
3196,Good productREAD MORE,1
3197,Perfect shuttleREAD MORE,1
3198,Out of 6 shuttle 4 of them are low quality. Not getting good shuttle.READ MORE,0
3199,Good oneREAD MORE,1
3201,It's Very bad productREAD MORE,0
3206,Excellent productREAD MORE,1
3207,Don't Hesitate.. Superb Quality for Junior Professional 100 star..READ MORE,0
3208,Good qualityREAD MORE,1
3209,Good oneREAD MORE,1
3210,Super good one.READ MORE,1
3214,Very bad productREAD MORE,0
3215,Awesome productREAD MORE,1
3218,"It's my choice....if you want best shuttle then go for it,long lasting ND it's only for professional Smashers...READ MORE",1
3223,Bad qualityREAD MORE,0
3224,Nice productREAD MORE,1
3225,Very bad the quality is very poorREAD MORE,0
3226,Original product. Verified on site.READ MORE,1
3230,Great for outdoor alsoREAD MORE,1
3232,Original productREAD MORE,1
3237,Good quality product.READ MORE,1
3238,"I got this for 656 but seemed a fake product as the shuttle was not sturdy compared to other people who were using the same Mavis 350 green cap, disappointed with the purchase.READ MORE",0
3240,Good productREAD MORE,1
3242,Travels perfect height and distance but the issue is its not long lasting like the one's we buy from open stores... These kind of last only 5-6 matchesREAD MORE,0
3243,Good qualityREAD MORE,1
3244,Flight is good... using regularly... perfect in indoor...no issue..best in marketREAD MORE,1
3247,Thanks flipcart. I got the original productREAD MORE,1
3248,As usual nothing to say about the quality of this product. I buys one pack in every month. Highly recommended for intermediate players.READ MORE,1
3249,cant play more than 1 days...READ MORE,0
3250,Very nice Shuttle 😄🙂READ MORE,1
3252,Good productREAD MORE,1
3254,Nyc product... thank you so much FlipkartREAD MORE,1
3255,very good quality productREAD MORE,1
3257,Its a good quality product.. must tryREAD MORE,1
3259,One of the Best But some shuttles are bad they are not properly attachedREAD MORE,0
3261,Shuttle good and price is to good compare. To marketREAD MORE,1
3262,Nice productREAD MORE,1
3263,Flipkart proudak is very Good quality...!!  I Like it...READ MORE,1
3265,Good qualityREAD MORE,1
3266,Good product 😃READ MORE,1
3267,Bad shuttleREAD MORE,0
3268,Now a days mavis 350 have low quality..brocken the crok after two matches..most of the cork in the box are useless.. bad product.. please improve the quality as the old..READ MORE,0
3270,Not that good.Flight is very low.  Only suitable for beginnersREAD MORE,0
3271,"Nice product , Thanks to flipkartREAD MORE",1
3272,nice productREAD MORE,1
3273,Excellent product recived by seller and gret dilivery by flipkartREAD MORE,1
3275,Superb productREAD MORE,1
3276,Good product. Correct speedREAD MORE,1
3279,Coke is not as per original...cannt play more than 5 days ... quality is not good ...READ MORE,0
3282,Value for moneyREAD MORE,1
3283,Good enough. Nothing more. Nothing less.READ MORE,1
3284,Super productREAD MORE,1
3286,Best Quality productsREAD MORE,1
3289,Good product 👌READ MORE,1
3291,Good qualityREAD MORE,1
3292,Good one.READ MORE,1
3294,good productREAD MORE,1
3296,Really nice product for meREAD MORE,1
3299,Superb qualityREAD MORE,1
3303,Better than Yonex Mavis 200iREAD MORE,1
3304,Good productREAD MORE,1
3306,Good shuttle forever.....READ MORE,1
3307,"Good, got below market price.READ MORE",1
3308,Excellent quality!READ MORE,1
3309,Original productREAD MORE,1
3310,"Yonex is Yonex , no comparison , good service and timely deliveredREAD MORE",1
3311,Good quality productREAD MORE,1
3316,"I ordered two boxes one is good but in other box 4 shuttle didnt spin well , so go its not good experience to purchase boxes onlineREAD MORE",1
3317,Good qulit better emporve to qulatieyREAD MORE,1
3318,Delivery was good and product is excellent.READ MORE,1
3319,Very nice productREAD MORE,1
3321,Great and perfect with no defectREAD MORE,1
3324,Good ProductREAD MORE,1
3325,It was not the same shuttles ordered before. Tags are fine but weight and quality are worse. Wasted two weeks using thoseREAD MORE,0
